timestamp,trigger_price,future_price,price_change_pct,outcome,atr,volume_ratio,vwap_distance
2025-01-31 09:30:00-05:00,107.77999877929688,107.61000061035156,-0.15772700952931068,GOOD_SAVE,0.7683628627232143,2.691078520005313,-3.035967960271439
