timestamp,trigger_price,future_price,price_change_pct,outcome,atr,volume_ratio,vwap_distance
2024-01-02 09:30:00-05:00,47.66699981689453,48.185997009277344,1.088797688917827,BAD_EXIT,0.47866412571498324,3.417335969709214,-0.5297531307972391
